policy_id,customer_id,agent_id,product_id,effective_date,term_years,expiration_date,canceled_flag,status,annual_premium_usd,deductible_usd,life_face_amount_usd,life_insured_age
1455,211,2,2,2016-06-17,3,2019-06-17,False,expired,16530.57,1032,,
1456,141,0,4,2016-04-11,3,2019-04-11,False,expired,202.2,634,,
1457,347,25,2,2017-10-25,1,2018-10-25,False,expired,3205.54,1470,,
1458,165,5,3,2025-02-02,1,2026-02-02,False,active,1585.31,306,,
1459,128,27,1,2022-12-31,2,2024-12-30,False,expired,4808.59,368,,
1460,398,38,3,2024-01-22,3,2027-01-21,False,active,63.92,592,,
1461,239,24,2,2011-12-12,1,2012-12-11,False,expired,3460.57,1768,,
1462,464,12,4,2012-01-07,2,2014-01-06,True,expired,122.2,607,,
1463,204,29,1,2010-09-22,1,2011-09-22,False,expired,4353.2,1071,,
1464,438,31,1,2013-01-19,1,2014-01-19,False,expired,3883.55,314,,
1465,370,20,2,2024-01-20,2,2026-01-19,False,active,2473.3,2060,,
1466,406,35,1,2005-10-23,1,2006-10-23,False,expired,400.51,488,,
1467,320,25,1,2023-09-03,1,2024-09-02,False,expired,3492.02,526,,
1468,302,0,2,2025-01-04,1,2026-01-04,False,active,2129.14,1035,,
1469,36,11,2,2023-09-04,1,2024-09-03,False,expired,948.81,1878,,
1470,324,11,3,2013-01-10,2,2015-01-10,False,expired,137.53,501,,
1471,6,22,1,2025-07-09,1,2026-07-09,False,active,4254.12,884,,
1472,235,24,3,2022-07-30,1,2023-07-30,False,expired,189.92,314,,
1473,366,29,1,2017-11-24,2,2019-11-24,False,expired,239.61,647,,
1474,471,29,1,2014-04-19,2,2016-04-18,False,expired,4344.8,557,,
1475,36,18,1,2020-03-31,2,2022-03-31,False,expired,9671.97,1056,,
1476,277,35,1,2009-06-01,3,2012-05-31,True,expired,862.08,1133,,
1477,351,2,2,2010-06-21,2,2012-06-20,False,expired,10461.05,2140,,
1478,474,35,3,2017-09-11,2,2019-09-11,False,expired,1175.92,360,,
1479,181,10,1,2010-02-11,1,2011-02-11,False,expired,9646.65,510,,
1480,188,28,3,2016-12-04,3,2019-12-04,True,expired,250.89,355,,
1481,489,32,1,2006-04-02,1,2007-04-02,False,expired,538.56,835,,
1482,268,9,1,2016-05-14,1,2017-05-14,False,expired,6131.78,332,,
1483,317,34,1,2020-09-14,2,2022-09-14,False,expired,4154.99,563,,
1484,364,22,2,2013-07-03,2,2015-07-03,False,expired,4390.98,2298,,
1485,408,22,2,2011-12-17,2,2013-12-16,False,expired,1632.49,1171,,
1486,239,1,2,2009-07-20,2,2011-07-20,False,expired,574.59,2162,,
1487,476,1,2,2013-08-13,3,2016-08-12,False,expired,3337.1,2170,,
1488,216,28,2,2022-04-24,1,2023-04-24,False,expired,1585.7,1351,,
1489,409,23,2,2021-07-28,2,2023-07-28,False,expired,1348.12,1838,,
1490,229,3,1,2017-05-04,1,2018-05-04,False,expired,6153.0,316,,
1491,15,25,4,2021-06-24,2,2023-06-24,False,expired,46791.6,544,,
1492,407,7,2,2016-02-12,2,2018-02-11,False,expired,4350.92,2373,,
1493,352,31,1,2024-03-16,1,2025-03-16,False,expired,299.01,911,,
1494,298,15,1,2013-10-19,2,2015-10-19,False,expired,3440.71,659,,
1495,332,11,1,2009-06-11,1,2010-06-11,False,expired,769.05,641,,
1496,363,6,1,2016-11-08,1,2017-11-08,False,expired,83671.41,1059,,
1497,97,34,2,2012-09-24,1,2013-09-24,False,expired,177.86,2399,,
1498,65,8,3,2013-04-14,2,2015-04-14,False,expired,1129.74,227,,
1499,359,34,1,2017-07-18,2,2019-07-18,False,expired,752.2,766,,
1500,84,13,3,2016-07-19,2,2018-07-19,False,expired,131.99,155,,
1501,213,34,2,2015-02-06,2,2017-02-05,False,expired,2830.29,930,,
1502,141,20,3,2023-03-13,2,2025-03-12,False,expired,356.62,335,,
1503,307,34,2,2010-10-01,1,2011-10-01,False,expired,519.84,1698,,
1504,46,30,1,2006-05-28,2,2008-05-27,False,expired,290.15,661,,
1505,358,16,2,2011-03-25,1,2012-03-24,False,expired,4243.11,2058,,
1506,289,10,1,2016-09-29,1,2017-09-29,False,expired,357.82,363,,
1507,76,9,3,2021-11-08,1,2022-11-08,True,expired,527.71,457,,
1508,374,32,1,2011-07-15,2,2013-07-14,False,expired,127.61,1088,,
1509,492,34,1,2012-04-28,3,2015-04-28,False,expired,743.72,1071,,
1510,341,26,2,2011-09-29,4,2015-09-28,False,expired,310.27,1881,,
1511,256,6,5,2014-12-02,2,2016-12-01,False,expired,679.18,686,,
1512,307,37,2,2009-06-13,1,2010-06-13,True,expired,772.33,630,,
1513,79,7,2,2007-01-05,2,2009-01-04,False,expired,60.58,2341,,
1514,123,6,2,2018-03-30,2,2020-03-29,False,expired,2385.44,1034,,
1515,41,20,2,2011-02-22,1,2012-02-22,True,expired,657.23,2105,,
1516,168,11,3,2022-09-04,2,2024-09-03,False,expired,1115.19,249,,
1517,149,32,3,2010-05-27,1,2011-05-27,False,expired,39.52,367,,
1518,145,38,3,2007-12-05,1,2008-12-04,False,expired,437.31,198,,
1519,75,3,1,2015-09-29,2,2017-09-28,False,expired,11784.29,1167,,
1520,225,33,2,2023-05-06,1,2024-05-05,False,expired,251.62,774,,
1521,414,7,2,2007-03-01,1,2008-02-29,False,expired,2861.21,1770,,
1522,130,24,1,2014-03-01,1,2015-03-01,False,expired,7.16,407,,
1523,164,31,1,2010-04-17,2,2012-04-16,False,expired,4932.56,1060,,
1524,420,22,1,2009-02-21,1,2010-02-21,False,expired,3355.04,343,,
1525,367,28,2,2011-08-31,2,2013-08-30,False,expired,443.67,1712,,
1526,28,6,2,2007-07-25,1,2008-07-24,False,expired,685.58,1949,,
1527,303,37,3,2014-12-22,3,2017-12-21,False,expired,235.95,222,,
1528,181,26,2,2016-05-23,1,2017-05-23,False,expired,1614.17,1858,,
1529,216,3,3,2015-02-20,1,2016-02-20,False,expired,289.32,474,,
1530,152,26,1,2005-10-09,1,2006-10-09,False,expired,1032.75,829,,
1531,135,27,3,2016-09-12,3,2019-09-12,False,expired,125.27,402,,
1532,222,5,2,2014-10-26,3,2017-10-25,False,expired,5600.82,665,,
1533,0,9,2,2007-04-21,1,2008-04-20,False,expired,11085.6,2375,,
1534,418,16,1,2024-09-29,2,2026-09-29,False,active,39.05,941,,
1535,481,32,4,2015-09-24,1,2016-09-23,False,expired,2991.33,972,,
1536,394,24,2,2015-12-25,2,2017-12-24,False,expired,396.31,2486,,
1537,2,14,2,2012-09-10,1,2013-09-10,False,expired,2602.36,2034,,
1538,406,18,2,2024-10-29,1,2025-10-29,False,active,2177.76,1312,,
1539,29,23,2,2013-12-16,1,2014-12-16,False,expired,384.39,2206,,
1540,380,5,1,2012-04-25,1,2013-04-25,False,expired,4232.86,321,,
1541,46,26,4,2023-07-30,3,2026-07-29,False,active,231.49,320,,
1542,166,29,2,2011-10-04,1,2012-10-03,False,expired,553.85,988,,
1543,227,3,3,2010-02-16,2,2012-02-16,False,expired,1207.71,443,,
1544,203,28,2,2013-03-01,4,2017-02-28,False,expired,1929.66,600,,
1545,33,5,1,2014-01-30,1,2015-01-30,False,expired,293.35,1212,,
1546,380,20,1,2023-11-07,1,2024-11-06,False,expired,3090.54,365,,
1547,172,18,2,2021-02-02,1,2022-02-02,False,expired,11367.4,1138,,
1548,326,34,1,2009-04-27,1,2010-04-27,False,expired,4755.82,1059,,
1549,455,25,1,2007-03-06,3,2010-03-05,False,expired,27109.97,407,,
1550,205,28,3,2010-04-24,1,2011-04-24,False,expired,208.87,487,,
1551,497,8,1,2025-07-27,1,2026-07-27,False,active,426.79,943,,
1552,174,11,1,2009-09-10,1,2010-09-10,False,expired,848.19,466,,
1553,50,22,3,2023-05-28,4,2027-05-27,False,active,1879.33,334,,
1554,198,7,3,2018-12-26,1,2019-12-26,False,expired,638.79,300,,
1555,244,28,2,2008-01-26,2,2010-01-25,False,expired,3317.88,809,,
1556,406,33,2,2014-07-30,1,2015-07-30,False,expired,3355.3,957,,
1557,281,29,2,2018-04-23,1,2019-04-23,False,expired,47993.77,1471,,
1558,262,35,3,2007-06-17,1,2008-06-16,False,expired,809.54,365,,
1559,430,0,2,2024-02-01,1,2025-01-31,False,expired,466.03,2419,,
1560,118,39,1,2009-08-13,3,2012-08-12,False,expired,3610.46,617,,
1561,194,26,3,2025-03-27,2,2027-03-27,False,active,122.12,264,,
1562,219,31,1,2025-04-02,1,2026-04-02,False,active,358.52,957,,
1563,195,24,1,2011-08-19,1,2012-08-18,False,expired,4298.66,1107,,
1564,274,39,1,2017-03-25,2,2019-03-25,False,expired,755.27,1043,,
1565,258,2,2,2017-07-13,2,2019-07-13,False,expired,8059.99,1859,,
1566,75,29,3,2023-09-13,3,2026-09-12,False,active,1131.29,334,,
1567,431,25,1,2007-11-18,1,2008-11-17,False,expired,2086.35,497,,
1568,267,4,3,2017-04-03,3,2020-04-02,False,expired,690.29,520,,
1569,335,30,2,2022-03-10,1,2023-03-10,False,expired,2197.58,2474,,
1570,252,26,1,2010-05-02,1,2011-05-02,False,expired,737.61,577,,
1571,308,37,3,2019-07-24,2,2021-07-23,False,expired,793.82,231,,
1572,37,19,3,2017-09-06,1,2018-09-06,False,expired,480.94,509,,
1573,393,1,1,2023-12-03,1,2024-12-02,False,expired,216.36,532,,
1574,398,24,1,2021-08-30,1,2022-08-30,False,expired,2977.03,340,,
1575,493,33,1,2024-09-08,1,2025-09-08,False,active,5445.54,587,,
1576,94,4,3,2009-11-18,2,2011-11-18,False,expired,111.57,330,,
1577,308,33,1,2021-04-09,3,2024-04-08,False,expired,3197.79,310,,
1578,376,17,1,2009-02-25,1,2010-02-25,False,expired,5733.69,628,,
1579,167,28,3,2019-04-01,1,2020-03-31,False,expired,203.32,230,,
1580,30,19,4,2018-09-26,4,2022-09-25,False,expired,269.85,1240,,
1581,2,16,2,2023-11-23,2,2025-11-22,False,active,6277.79,1004,,
1582,317,25,4,2018-12-03,2,2020-12-02,False,expired,457.98,496,,
1583,71,37,6,2013-08-07,1,2014-08-07,False,expired,210.84,246,,
1584,338,4,1,2014-08-21,1,2015-08-21,False,expired,275.2,471,,
1585,475,37,4,2012-08-14,1,2013-08-14,False,expired,616.32,461,,
1586,311,37,1,2006-02-05,1,2007-02-05,False,expired,1790.85,1198,,
1587,159,31,1,2017-02-22,1,2018-02-22,False,expired,1183.09,834,,
1588,374,12,1,2006-03-05,1,2007-03-05,False,expired,131.25,1165,,
1589,388,5,1,2023-10-10,2,2025-10-09,False,active,438.91,461,,
1590,257,36,2,2006-04-17,1,2007-04-17,False,expired,8162.29,2264,,
1591,447,6,2,2009-09-10,3,2012-09-09,False,expired,18.36,946,,
1592,313,11,2,2008-08-01,3,2011-08-01,True,expired,3095.7,1879,,
1593,2,34,2,2021-12-05,2,2023-12-05,False,expired,2633.98,704,,
1594,143,32,3,2009-11-10,2,2011-11-10,False,expired,1017.96,597,,
1595,145,32,4,2020-04-05,1,2021-04-05,False,expired,21443.83,1028,,
1596,287,4,2,2009-04-19,3,2012-04-18,False,expired,10850.3,2389,,
1597,305,34,1,2019-12-30,1,2020-12-29,False,expired,419.11,904,,
1598,368,2,2,2007-07-07,2,2009-07-06,False,expired,4360.27,1232,,
1599,362,6,1,2019-08-15,2,2021-08-14,True,expired,155.81,386,,
1600,226,8,1,2013-07-16,1,2014-07-16,False,expired,2312.27,710,,
1601,443,10,2,2008-09-18,1,2009-09-18,False,expired,299.99,664,,
1602,25,24,2,2019-07-22,1,2020-07-21,False,expired,27787.0,1122,,
1603,438,32,4,2021-01-20,1,2022-01-20,False,expired,554.47,1149,,
1604,131,13,2,2020-02-06,3,2023-02-05,False,expired,159.14,1462,,
1605,354,17,2,2023-03-16,1,2024-03-15,False,expired,370.17,1531,,
1606,407,10,3,2009-11-15,1,2010-11-15,False,expired,359.25,419,,
1607,122,6,1,2014-04-09,1,2015-04-09,False,expired,3468.22,732,,
1608,431,12,2,2023-02-20,3,2026-02-19,False,active,1395.09,2416,,
1609,286,26,1,2021-12-27,1,2022-12-27,False,expired,1521.68,496,,
1610,285,22,1,2014-10-20,3,2017-10-19,True,expired,775.57,464,,
1611,15,25,1,2012-12-02,1,2013-12-02,False,expired,1763.95,627,,
1612,15,23,1,2012-02-22,1,2013-02-21,False,expired,5314.21,593,,
1613,351,27,3,2019-11-25,4,2023-11-24,False,expired,2117.76,536,,
1614,294,38,1,2007-06-06,2,2009-06-05,False,expired,859.79,587,,
1615,44,7,2,2008-10-01,1,2009-10-01,False,expired,5035.41,1165,,
1616,317,24,3,2009-03-31,2,2011-03-31,False,expired,393.55,265,,
1617,95,17,1,2019-04-12,2,2021-04-11,False,expired,1925.95,1003,,
1618,391,9,3,2022-07-24,2,2024-07-23,False,expired,167.27,403,,
1619,193,5,3,2022-01-03,2,2024-01-03,False,expired,293.79,319,,
1620,147,5,1,2016-06-29,1,2017-06-29,False,expired,3562.07,956,,
1621,75,7,1,2015-08-06,1,2016-08-05,False,expired,2914.92,1029,,
1622,431,27,4,2019-01-03,1,2020-01-03,False,expired,296.7,908,,
1623,105,30,1,2022-10-13,2,2024-10-12,False,expired,1546.02,722,,
1624,430,0,3,2015-07-10,1,2016-07-09,False,expired,244.04,542,,
1625,174,32,2,2024-04-05,1,2025-04-05,True,expired,7924.41,836,,
1626,430,26,1,2009-08-30,1,2010-08-30,False,expired,2147.26,985,,
1627,255,33,2,2015-03-18,2,2017-03-17,False,expired,3113.47,2019,,
1628,428,32,2,2013-07-07,3,2016-07-06,False,expired,857.21,1754,,
1629,386,14,1,2018-08-07,1,2019-08-07,False,expired,2020.44,959,,
1630,207,37,4,2007-04-03,2,2009-04-02,False,expired,494.21,580,,
1631,129,6,1,2010-05-04,2,2012-05-03,False,expired,31.89,350,,
1632,113,30,2,2020-09-29,2,2022-09-29,False,expired,3456.66,1942,,
1633,411,0,1,2023-10-28,1,2024-10-27,False,expired,486.69,1124,,
1634,433,10,1,2025-06-14,1,2026-06-14,False,active,420.47,654,,
1635,325,31,1,2024-07-20,1,2025-07-20,False,expired,1297.63,1137,,
1636,87,17,2,2012-08-08,1,2013-08-08,False,expired,772.62,1304,,
1637,472,23,2,2007-04-21,1,2008-04-20,False,expired,12822.42,1805,,
1638,99,20,2,2023-01-17,1,2024-01-17,False,expired,2006.8,1991,,
1639,85,15,2,2017-11-03,2,2019-11-03,False,expired,2721.8,1702,,
1640,257,21,2,2013-12-19,5,2018-12-18,False,expired,3326.18,1313,,
1641,146,30,3,2014-12-23,2,2016-12-22,False,expired,850.77,578,,
1642,406,18,3,2023-12-09,1,2024-12-08,False,expired,761.04,268,,
1643,475,29,1,2020-02-21,1,2021-02-20,False,expired,212.22,701,,
1644,39,6,2,2013-03-02,3,2016-03-01,False,expired,2302.73,2398,,
1645,423,20,1,2013-12-19,1,2014-12-19,False,expired,89.33,1037,,
1646,91,25,2,2020-03-14,2,2022-03-14,False,expired,6210.06,2118,,
1647,311,5,5,2008-08-30,2,2010-08-30,False,expired,1400.82,727,,
1648,393,1,1,2010-05-22,3,2013-05-21,False,expired,1457.41,474,,
1649,277,6,1,2016-04-26,2,2018-04-26,False,expired,307.83,402,,
1650,360,17,2,2011-08-31,3,2014-08-30,False,expired,2390.21,1059,,
1651,85,27,1,2011-01-06,1,2012-01-06,False,expired,1635.57,614,,
1652,474,22,1,2011-10-16,1,2012-10-15,False,expired,1226.12,1107,,
1653,335,37,3,2012-06-08,1,2013-06-08,False,expired,1557.13,340,,
1654,45,37,2,2018-11-29,2,2020-11-28,False,expired,3876.25,1872,,
1655,337,8,4,2018-06-26,2,2020-06-25,False,expired,1221.63,453,,
1656,342,31,1,2020-07-13,2,2022-07-13,False,expired,5845.82,459,,
1657,66,20,2,2023-06-24,1,2024-06-23,False,expired,1580.59,700,,
1658,120,39,1,2011-02-24,2,2013-02-23,False,expired,3012.13,1115,,
1659,202,10,1,2021-12-08,2,2023-12-08,False,expired,2084.16,870,,
1660,407,22,3,2022-09-10,1,2023-09-10,False,expired,149.78,173,,
1661,308,35,2,2024-04-23,1,2025-04-23,False,expired,5208.54,1209,,
1662,179,35,2,2011-12-25,2,2013-12-24,False,expired,4833.13,1082,,
1663,236,23,2,2018-09-25,3,2021-09-24,False,expired,16266.01,1919,,
1664,298,25,1,2016-08-08,2,2018-08-08,False,expired,2302.31,1211,,
1665,71,9,1,2025-06-23,1,2026-06-23,True,expired,108.89,411,,
1666,327,32,3,2009-06-19,1,2010-06-19,False,expired,289.09,261,,
1667,368,26,3,2016-06-07,2,2018-06-07,False,expired,1524.62,334,,
1668,45,18,3,2016-08-02,1,2017-08-02,False,expired,503.17,195,,
1669,362,23,1,2008-05-14,1,2009-05-14,False,expired,290.88,495,,
1670,69,13,3,2011-07-03,2,2013-07-02,False,expired,57.65,352,,
1671,255,4,2,2025-03-17,2,2027-03-17,False,active,1638.09,1091,,
1672,228,20,1,2018-03-29,2,2020-03-28,False,expired,2578.22,516,,
1673,432,5,4,2021-01-02,2,2023-01-02,True,expired,2498.9,859,,
1674,312,13,3,2011-04-23,1,2012-04-22,False,expired,296.72,471,,
1675,361,29,2,2016-11-26,1,2017-11-26,False,expired,899.63,1370,,
1676,103,5,2,2024-08-22,1,2025-08-22,False,expired,101.65,908,,
1677,142,4,2,2025-07-01,1,2026-07-01,False,active,6562.67,2410,,
1678,285,28,1,2005-10-04,1,2006-10-04,False,expired,342.86,471,,
1679,95,20,2,2021-08-24,1,2022-08-24,False,expired,617.0,1996,,
1680,352,23,2,2019-08-12,1,2020-08-11,False,expired,114.53,2380,,
1681,420,26,3,2022-04-23,3,2025-04-22,False,expired,332.23,208,,
1682,374,18,1,2009-07-15,3,2012-07-14,False,expired,50.95,554,,
1683,443,39,1,2024-07-12,3,2027-07-12,False,active,2229.02,822,,
1684,5,38,1,2023-06-05,1,2024-06-04,False,expired,6659.06,515,,
1685,498,2,2,2014-07-04,1,2015-07-04,False,expired,256.38,731,,
1686,325,26,2,2023-03-14,2,2025-03-13,False,expired,466.55,637,,
1687,394,13,2,2012-10-08,2,2014-10-08,False,expired,1138.78,1328,,
1688,302,6,3,2013-08-26,1,2014-08-26,False,expired,43.63,237,,
1689,494,4,2,2017-06-04,1,2018-06-04,False,expired,10220.02,2032,,
1690,25,28,1,2016-10-08,1,2017-10-08,False,expired,197.22,405,,
1691,370,32,1,2008-02-05,1,2009-02-04,False,expired,2889.21,433,,
1692,323,2,3,2019-02-15,1,2020-02-15,False,expired,111.43,209,,
1693,59,26,4,2016-06-29,1,2017-06-29,True,expired,704.03,600,,
1694,377,28,1,2019-06-10,3,2022-06-09,False,expired,815.99,599,,
1695,336,5,3,2025-04-16,3,2028-04-15,False,active,1143.63,231,,
1696,464,15,1,2019-08-29,1,2020-08-28,False,expired,4192.53,801,,
1697,241,16,2,2012-09-29,2,2014-09-29,False,expired,12237.97,2500,,
1698,23,7,1,2016-06-11,1,2017-06-11,True,expired,105.75,547,,
1699,310,13,3,2018-11-19,1,2019-11-19,False,expired,60.74,399,,
1700,420,8,3,2012-05-30,1,2013-05-30,False,expired,52.18,475,,
1701,52,34,2,2022-03-09,3,2025-03-08,False,expired,2154.45,1530,,
1702,424,11,2,2012-11-05,2,2014-11-05,False,expired,982.56,776,,
1703,221,15,2,2019-08-25,1,2020-08-24,False,expired,9238.02,1290,,
1704,352,37,2,2014-08-26,1,2015-08-26,False,expired,709.43,2436,,
1705,244,26,3,2011-10-06,3,2014-10-05,False,expired,104.81,472,,
1706,207,32,3,2009-04-15,2,2011-04-15,False,expired,179.31,227,,
1707,319,39,2,2024-09-13,1,2025-09-13,False,active,1201.06,2290,,
1708,467,39,2,2022-12-30,2,2024-12-29,False,expired,1485.18,2211,,
1709,57,4,1,2007-06-28,1,2008-06-27,False,expired,534.13,918,,
1710,463,21,1,2005-09-20,1,2006-09-20,False,expired,1736.79,862,,
1711,473,12,1,2018-07-26,1,2019-07-26,False,expired,1055.54,844,,
1712,396,14,2,2012-03-29,1,2013-03-29,False,expired,6826.15,1673,,
1713,160,6,2,2018-08-25,1,2019-08-25,False,expired,14309.6,1668,,
1714,66,4,3,2016-12-07,2,2018-12-07,False,expired,158.65,277,,
1715,460,20,1,2008-09-23,3,2011-09-23,False,expired,1940.06,518,,
1716,76,24,1,2018-06-12,2,2020-06-11,False,expired,1005.78,413,,
1717,141,17,2,2018-07-07,1,2019-07-07,False,expired,18098.71,942,,
1718,435,22,2,2015-05-06,1,2016-05-05,False,expired,120.77,660,,
1719,400,33,3,2015-03-06,1,2016-03-05,False,expired,352.35,372,,
1720,402,38,3,2010-12-04,2,2012-12-03,False,expired,3311.29,620,,
1721,55,26,2,2018-10-03,2,2020-10-02,False,expired,1818.32,1456,,
1722,427,12,2,2025-07-28,2,2027-07-28,False,active,95318.14,1991,,
1723,33,33,1,2013-02-07,1,2014-02-07,False,expired,17974.66,391,,
1724,76,8,2,2009-11-14,2,2011-11-14,False,expired,226.27,2276,,
1725,103,6,3,2008-01-15,1,2009-01-14,False,expired,2751.23,268,,
1726,128,35,4,2006-05-14,2,2008-05-13,False,expired,264.81,878,,
1727,311,21,4,2012-08-15,1,2013-08-15,False,expired,64.13,866,,
1728,410,19,1,2006-07-10,1,2007-07-10,False,expired,2428.23,659,,
1729,171,29,2,2020-02-20,1,2021-02-19,False,expired,234.95,1918,,
1730,215,33,2,2012-02-18,3,2015-02-17,False,expired,2505.89,1077,,
1731,135,33,3,2022-05-02,1,2023-05-02,False,expired,493.1,369,,
1732,85,1,3,2023-06-21,2,2025-06-20,False,expired,758.71,341,,
1733,162,37,3,2006-10-24,1,2007-10-24,False,expired,5721.73,286,,
1734,335,13,2,2013-06-27,3,2016-06-26,False,expired,3818.45,877,,
1735,279,12,1,2006-09-18,2,2008-09-17,False,expired,1328.61,647,,
1736,315,12,2,2014-06-11,1,2015-06-11,False,expired,14206.82,2157,,
1737,296,4,1,2012-01-29,1,2013-01-28,False,expired,5376.24,725,,
1738,342,30,2,2025-06-16,3,2028-06-15,False,active,1020.32,2085,,
1739,482,7,2,2010-05-25,2,2012-05-24,False,expired,3395.07,2330,,
1740,93,16,2,2017-01-16,1,2018-01-16,False,expired,579.57,1467,,
1741,302,38,3,2012-08-01,1,2013-08-01,False,expired,1653.7,400,,
1742,218,10,2,2012-12-16,1,2013-12-16,False,expired,1888.39,1392,,
1743,113,32,3,2016-05-02,2,2018-05-02,False,expired,161.82,168,,
1744,63,20,1,2008-03-26,1,2009-03-26,False,expired,2020.75,831,,
1745,66,7,1,2022-02-20,2,2024-02-20,False,expired,574.44,399,,
1746,97,8,2,2019-04-29,1,2020-04-28,False,expired,2560.13,780,,
1747,349,37,2,2020-09-09,1,2021-09-09,False,expired,47170.66,1316,,
1748,378,12,1,2011-01-14,2,2013-01-13,True,expired,205.72,462,,
1749,1,22,1,2012-01-27,1,2013-01-26,False,expired,2664.92,686,,
1750,410,39,1,2014-01-25,4,2018-01-24,False,expired,52.76,804,,
1751,335,11,1,2012-02-06,4,2016-02-05,False,expired,12023.09,903,,
1752,414,26,1,2011-09-02,1,2012-09-01,False,expired,828.55,607,,
1753,403,18,3,2021-04-08,1,2022-04-08,False,expired,3549.97,500,,
1754,186,12,1,2012-09-22,1,2013-09-22,False,expired,819.03,806,,
1755,473,26,1,2015-07-23,2,2017-07-22,False,expired,1367.72,534,,
1756,80,6,1,2023-03-05,2,2025-03-04,False,expired,1093.59,621,,
1757,385,30,1,2015-06-24,3,2018-06-23,False,expired,3347.97,310,,
1758,8,13,2,2006-08-21,2,2008-08-20,False,expired,28900.82,2270,,
1759,129,2,4,2008-09-23,2,2010-09-23,False,expired,334.74,407,,
1760,390,2,3,2006-04-30,1,2007-04-30,False,expired,292.65,518,,
1761,215,15,2,2011-09-18,2,2013-09-17,False,expired,3944.25,1734,,
1762,296,32,1,2020-03-12,1,2021-03-12,False,expired,226.26,620,,
1763,257,37,1,2012-07-16,2,2014-07-16,False,expired,1395.44,797,,
1764,190,39,3,2010-09-22,2,2012-09-21,False,expired,178.37,220,,
1765,262,16,2,2019-11-04,1,2020-11-03,False,expired,2045.7,1822,,
1766,375,17,2,2013-03-03,1,2014-03-03,False,expired,2008.57,2054,,
1767,228,21,1,2019-11-19,1,2020-11-18,False,expired,1222.64,1062,,
1768,362,11,2,2017-06-05,1,2018-06-05,False,expired,749.26,2480,,
1769,82,36,1,2007-12-05,1,2008-12-04,False,expired,2652.67,990,,
1770,252,1,2,2018-12-06,2,2020-12-05,False,expired,4758.19,938,,
1771,321,34,2,2023-11-08,2,2025-11-07,False,active,845.36,1240,,
1772,73,34,1,2023-02-16,1,2024-02-16,False,expired,6487.51,303,,
1773,23,14,1,2009-08-19,2,2011-08-19,False,expired,4911.38,762,,
1774,80,11,3,2020-10-20,1,2021-10-20,False,expired,7557.04,412,,
1775,224,34,3,2007-08-27,1,2008-08-26,False,expired,2162.46,267,,
1776,343,7,2,2015-08-28,1,2016-08-27,False,expired,5698.65,1433,,
1777,279,8,2,2010-01-05,2,2012-01-05,False,expired,14130.23,1832,,
1778,465,19,1,2022-06-14,2,2024-06-13,False,expired,735.39,618,,
1779,474,22,2,2020-08-02,2,2022-08-02,False,expired,9535.03,2486,,
1780,102,32,3,2021-03-28,2,2023-03-28,False,expired,45.48,365,,
1781,390,7,1,2009-01-21,1,2010-01-21,True,expired,1601.16,730,,
1782,257,39,1,2011-01-25,2,2013-01-24,False,expired,367.48,434,,
1783,493,4,2,2022-06-24,2,2024-06-23,False,expired,2113.24,1818,,
1784,133,10,1,2010-02-26,1,2011-02-26,True,expired,2091.36,841,,
1785,282,39,2,2016-01-18,2,2018-01-17,False,expired,519.22,2461,,
1786,449,30,3,2011-10-06,1,2012-10-05,False,expired,1915.55,444,,
1787,441,28,2,2024-02-21,3,2027-02-20,False,active,4871.41,1969,,
1788,293,18,2,2017-06-28,1,2018-06-28,False,expired,449.95,1235,,
1789,318,8,3,2020-08-07,1,2021-08-07,False,expired,441.49,456,,
1790,114,13,2,2022-03-12,1,2023-03-12,False,expired,556.32,862,,
1791,407,34,2,2008-06-16,2,2010-06-16,False,expired,439.95,1678,,
1792,326,22,2,2019-05-03,1,2020-05-02,False,expired,232.21,1851,,
1793,234,28,4,2014-01-20,1,2015-01-20,False,expired,514.91,1077,,
1794,288,7,4,2008-08-01,1,2009-08-01,False,expired,805.83,1106,,
1795,167,28,1,2015-03-01,1,2016-02-29,False,expired,2901.84,493,,
1796,54,33,2,2014-10-13,1,2015-10-13,False,expired,429.93,2090,,
1797,261,2,2,2017-11-17,3,2020-11-16,False,expired,223.1,700,,
1798,73,35,1,2015-10-20,4,2019-10-19,False,expired,3052.65,304,,
1799,171,27,2,2010-05-26,1,2011-05-26,False,expired,7152.38,2062,,
1800,363,30,1,2017-05-22,2,2019-05-22,False,expired,6172.79,958,,
1801,69,34,1,2020-04-08,1,2021-04-08,False,expired,1980.02,751,,
1802,54,35,3,2016-03-19,2,2018-03-19,False,expired,385.03,323,,
1803,355,1,2,2013-02-20,1,2014-02-20,False,expired,173.63,2091,,
1804,254,33,1,2016-07-01,1,2017-07-01,False,expired,899.37,447,,
1805,298,39,2,2011-09-11,1,2012-09-10,False,expired,876.42,2364,,
1806,326,34,1,2016-10-05,1,2017-10-05,False,expired,2204.76,331,,
1807,228,6,2,2016-09-29,1,2017-09-29,False,expired,403.36,644,,
1808,495,1,2,2023-07-19,1,2024-07-18,False,expired,1676.76,880,,
1809,482,12,1,2022-06-18,1,2023-06-18,False,expired,862.54,382,,
1810,35,21,2,2014-03-24,1,2015-03-24,False,expired,394.72,720,,
1811,337,37,3,2009-02-18,1,2010-02-18,False,expired,41.7,320,,
1812,171,27,2,2015-06-26,1,2016-06-25,False,expired,867.55,1219,,
